"","rt","int"
"670",5.58466805596904,9421
"671",5.59300089312295,9568
"672",5.60133373027687,9700
"673",5.60966656743078,9766
"674",5.6179994045847,9813
"675",5.62633224173861,9867
"676",5.63466507889253,9867
"677",5.64299791604644,9850
"678",5.65133075320036,9851
"679",5.65966359035427,9928
"680",5.66799642750819,10054
"681",5.6763292646621,10185
"682",5.68466210181602,10320
"683",5.69299493896993,10417
"684",5.70132777612385,10504
"685",5.70966061327776,10586
"686",5.71799345043168,10677
"687",5.72632628758559,10909
"688",5.73465912473951,11047
"689",5.74299196189342,11147
"690",5.75132479904734,11246
"691",5.75965763620125,11394
"692",5.76799047335517,11540
"693",5.77632331050908,11641
"694",5.78465614766299,11736
"695",5.79298898481691,11816
"696",5.80132182197082,11825
"697",5.80965465912474,11905
"698",5.81798749627865,12066
"699",5.82632033343257,12209
"700",5.83465317058648,12293
"701",5.8429860077404,12410
"702",5.85131884489431,12505
"703",5.85965168204823,12591
"704",5.86798451920214,12689
"705",5.87631735635606,12742
"706",5.88465019350997,12840
"707",5.89298303066389,13003
"708",5.9013158678178,13157
"709",5.90964870497172,13330
"710",5.91798154212563,13502
"711",5.92631437927955,13652
"712",5.93464721643346,13801
"713",5.94298005358738,13957
"714",5.95131289074129,14046
"715",5.95964572789521,14113
"716",5.96797856504912,14214
"717",5.97631140220304,14336
"718",5.98464423935695,14408
"719",5.99297707651087,14434
"720",6.00130991366478,14497
"721",6.0096427508187,14604
"722",6.01797558797261,14750
"723",6.02630842512653,14893
"724",6.03464126228044,15018
"725",6.04297409943436,15161
"726",6.05130693658827,15215
"727",6.05963977374218,15200
"728",6.0679726108961,15180
"729",6.07630544805001,15200
"730",6.08463828520393,15170
"731",6.09297112235784,15192
"732",6.10130395951176,15265
"733",6.10963679666567,15293
"734",6.11796963381959,15410
"735",6.1263024709735,15532
"736",6.13463530812742,15624
"737",6.14296814528133,15755
"738",6.15130098243525,15891
"739",6.15963381958916,15925
"740",6.16796665674308,15955
"741",6.17629949389699,15989
"742",6.18463233105091,16037
"743",6.19296516820482,16050
"744",6.20129800535874,16065
"745",6.20963084251265,16163
"746",6.21796367966657,16233
"747",6.22629651682048,16285
"748",6.2346293539744,16308
"749",6.24296219112831,16371
"750",6.25129502828223,16490
"751",6.25962786543614,16589
"752",6.26796070259006,16677
"753",6.27629353974397,16761
"754",6.28462637689789,16879
"755",6.2929592140518,16943
"756",6.30129205120572,16988
"757",6.30962488835963,17040
"758",6.31795772551355,17192
"759",6.32629056266746,17347
"760",6.33462339982138,17418
"761",6.34295623697529,17406
"762",6.35128907412921,17440
"763",6.35962191128312,17456
"764",6.36795474843704,17485
"765",6.37628758559095,17557
"766",6.38462042274486,17621
"767",6.39295325989878,17674
"768",6.40128609705269,17684
"769",6.40961893420661,17660
"770",6.41795177136052,17716
"771",6.42628460851444,17833
"772",6.43461744566835,18042
"773",6.44295028282227,18280
"774",6.45128311997618,18502
"775",6.4596159571301,18673
"776",6.46794879428401,18851
"777",6.47628163143793,18999
"778",6.48461446859184,19115
"779",6.49294730574576,19138
"780",6.50128014289967,19167
"781",6.50961298005359,19189
"782",6.5179458172075,19260
"783",6.52627865436142,19381
"784",6.53461149151533,19481
"785",6.54294432866925,19525
"786",6.55127716582316,19533
"787",6.55961000297708,19589
"788",6.56794284013099,19603
"789",6.57627567728491,19646
"790",6.58460851443882,19675
"791",6.59294135159274,19639
"792",6.60127418874665,19554
"793",6.60960702590057,19519
"794",6.61793986305448,19618
"795",6.6262727002084,19756
"796",6.63460553736231,19882
"797",6.64293837451623,19930
"798",6.65127121167014,19925
"799",6.65960404882405,19904
"800",6.66793688597797,19887
"801",6.67626972313188,19821
"802",6.6846025602858,19775
"803",6.69293539743971,19807
"804",6.70126823459363,19904
"805",6.70960107174754,19990
"806",6.71793390890146,20000
"807",6.72626674605537,20019
"808",6.73459958320929,20026
"809",6.7429324203632,20056
"810",6.75126525751712,20050
"811",6.75959809467103,20069
"812",6.76793093182495,20094
"813",6.77626376897886,20178
"814",6.78459660613278,20313
"815",6.79292944328669,20422
"816",6.80126228044061,20455
"817",6.80959511759452,20418
"818",6.81792795474844,20371
"819",6.82626079190235,20350
"820",6.83459362905627,20355
"821",6.84292646621018,20456
"822",6.8512593033641,20553
"823",6.85959214051801,20575
